geoid,name,B19013001,"B19013001, Error"
16000US0634302,"Home Gardens, CA",52438,8672
16000US0634316,"Homeland, CA",35906,3431
16000US0634392,"Homestead Valley, CA",30575,6535
16000US0634405,"Homewood Canyon, CA",0,0
16000US0634428,"Honcut, CA",0,0
16000US0634484,"Hood, CA",69375,19121
16000US0634652,"Hopland, CA",38409,15662
16000US0634694,"Hornbrook, CA",21736,3856
16000US0634708,"Hornitos, CA",0,0
16000US0634904,"Hughson, CA",54352,6404
16000US0634928,"Humboldt Hill, CA",55076,9638
16000US0636000,"Huntington Beach, CA",85312,1954
16000US0636056,"Huntington Park, CA",35629,1565
16000US0636084,"Huron, CA",25321,7859
16000US0636098,"Hyampom, CA",0,0
16000US0636126,"Hydesville, CA",63750,16372
16000US0636168,"Idlewild, CA",0,0
16000US0636203,"Idyllwild-Pine Cove, CA",57750,11349
16000US0636280,"Imperial, CA",85503,6484
16000US0636294,"Imperial Beach, CA",48010,1975
16000US0636350,"Independence, CA",58750,13940
16000US0636364,"Indian Falls, CA",0,0
16000US0636420,"Indianola, CA",41000,11359
16000US0636434,"Indian Wells, CA",96961,9687
16000US0636448,"Indio, CA",49551,2271
16000US0636452,"Indio Hills, CA",43114,17458
16000US0636490,"Industry, CA",71875,58274
16000US0636546,"Inglewood, CA",44377,1540
16000US0636613,"Interlaken, CA",63409,9590
16000US0636616,"Inverness, CA",57404,16393
16000US0636658,"Inyokern, CA",56821,35563
16000US0636672,"Ione, CA",57423,14422
16000US0636735,"Iron Horse, CA",71397,31083
16000US0636770,"Irvine, CA",93823,3108
16000US0636826,"Irwindale, CA",55000,8354
16000US0636868,"Isla Vista, CA",22304,3059
16000US0636882,"Isleton, CA",37663,10948
16000US0636910,"Ivanhoe, CA",31611,8519
16000US0636980,"Jackson, CA",42344,9342
16000US0637022,"Jacumba, CA",26038,1947
16000US0637106,"Jamestown, CA",36923,8578
16000US0637120,"Jamul, CA",110290,8576
16000US0637134,"Janesville, CA",72361,25751
16000US0637274,"Jenner, CA",0,0
16000US0637400,"Johannesburg, CA",0,0
16000US0637484,"Johnstonville, CA",71953,8213
16000US0637512,"Johnsville, CA",0,0
16000US0637554,"Joshua Tree, CA",34970,7367
16000US0637582,"Julian, CA",59760,13653
16000US0637596,"Junction City, CA",49830,11124
16000US0637624,"June Lake, CA",50298,23670
16000US0637692,"Jurupa Valley, CA",58849,3184
16000US0637904,"Keddie, CA",83750,14254
16000US0637918,"Keeler, CA",0,0
16000US0637946,"Keene, CA",55000,49293
16000US0638024,"Kelly Ridge, CA",40292,4503
16000US0638044,"Kelseyville, CA",33594,7703
16000US0638065,"Kennedy, CA",37674,11868
16000US0638076,"Kennedy Meadows, CA",0,0
16000US0638086,"Kensington, CA",140690,12034
16000US0638114,"Kentfield, CA",176736,19694
16000US0638156,"Kenwood, CA",79447,29470
16000US0638226,"Kerman, CA",42046,5309
16000US0638310,"Kernville, CA",55139,20624
16000US0638352,"Keswick, CA",0,0
16000US0638394,"Kettleman City, CA",51316,37496
16000US0638422,"Keyes, CA",46250,9558
16000US0638520,"King City, CA",38766,7137
16000US0638548,"Kings Beach, CA",45303,12867
16000US0638562,"Kingsburg, CA",61925,5118
16000US0638604,"Kingvale, CA",0,0
16000US0638646,"Kirkwood, CA",0,0
16000US0638702,"Klamath, CA",32625,5513
16000US0638772,"Knightsen, CA",95000,30102
16000US0638800,"Knights Landing, CA",39310,9050
16000US0639003,"La Ca̱ada Flintridge, CA",158438,11124
16000US0639045,"La Crescenta-Montrose, CA",90212,9007
16000US0639094,"Ladera, CA",250001,0
16000US0639108,"Ladera Heights, CA",90241,20388
16000US0639114,"Ladera Ranch, CA",142283,9623
16000US0639122,"Lafayette, CA",142977,11533
16000US0639178,"Laguna Beach, CA",100506,7236
16000US0639220,"Laguna Hills, CA",92690,6997
16000US0639248,"Laguna Niguel, CA",97894,6287
16000US0639259,"Laguna Woods, CA",39201,1668
16000US0639283,"Lagunitas-Forest Knolls, CA",85671,26698
16000US0639290,"La Habra, CA",65799,3306
16000US0639304,"La Habra Heights, CA",110329,24590
16000US0639318,"La Honda, CA",0,0
16000US0639411,"Lake Almanor Country Club, CA",67813,11980
16000US0639420,"Lake Almanor Peninsula, CA",66750,12347
16000US0639425,"Lake Almanor West, CA",0,0
16000US0639444,"Lake Arrowhead, CA",60926,9921
16000US0639460,"Lake California, CA",45265,12524
16000US0639472,"Lake City, CA",0,0
16000US0639483,"Lake Davis, CA",0,0
16000US0639484,"Lake Don Pedro, CA",53333,25651
16000US0639486,"Lake Elsinore, CA",63306,2933
16000US0639496,"Lake Forest, CA",92415,3346
16000US0639514,"Lakehead, CA",26667,17206
16000US0639556,"Lake Hughes, CA",0,0
16000US0639570,"Lake Isabella, CA",26369,5004
16000US0639598,"Lakeland Village, CA",39046,4560
16000US0639612,"Lake Los Angeles, CA",39387,5540
16000US0639645,"Lake Mathews, CA",69231,19767
16000US0639670,"Lake Nacimiento, CA",74804,6092
16000US0639690,"Lake of the Pines, CA",80096,9210
16000US0639696,"Lake of the Woods, CA",45333,35710
16000US0639710,"Lakeport, CA",37576,9689
16000US0639715,"Lake Riverside, CA",82589,31300
16000US0639724,"Lake San Marcos, CA",51793,7554
16000US0639735,"Lake Sherwood, CA",250001,0
16000US0639766,"Lakeside, CA",65256,6282
16000US0639836,"Lakeview, CA",42105,11105
16000US0639885,"Lake Wildwood, CA",63125,7756
16000US0639892,"Lakewood, CA",82175,2050
16000US0640004,"La Mesa, CA",56693,2256
16000US0640032,"La Mirada, CA",81956,4022
16000US0640088,"Lamont, CA",34421,5596
16000US0640116,"Lanare, CA",0,0
16000US0640130,"Lancaster, CA",47684,1728
16000US0640256,"La Palma, CA",83760,4510
16000US0640312,"La Porte, CA",0,0
16000US0640326,"La Presa, CA",60155,2847
16000US0640340,"La Puente, CA",57174,2530
16000US0640354,"La Quinta, CA",71338,3306
16000US0640410,"La Riviera, CA",56699,4147
16000US0640426,"Larkfield-Wikiup, CA",70040,10256
16000US0640438,"Larkspur, CA",91848,10127
16000US0640508,"La Selva Beach, CA",97833,18513
16000US0640526,"Las Flores, CA",122331,15842
16000US0640536,"Las Flores, CA",29018,3382
16000US0640592,"Las Lomas, CA",66693,8779
16000US0640704,"Lathrop, CA",65699,4239
16000US0640746,"Laton, CA",27721,9799
16000US0640830,"La Verne, CA",78385,4975
16000US0640872,"La Vina, CA",0,0
16000US0640886,"Lawndale, CA",51934,3904
16000US0640928,"Laytonville, CA",31439,7489
16000US0640956,"Lebec, CA",27000,20842
16000US0640998,"Lee Vining, CA",0,0
16000US0641026,"Leggett, CA",0,0
16000US0641040,"Le Grand, CA",41776,5650
16000US0641110,"Lemon Cove, CA",48333,20750
16000US0641124,"Lemon Grove, CA",58694,3452
16000US0641142,"Lemon Hill, CA",30253,2613
16000US0641152,"Lemoore, CA",50871,3238
16000US0641166,"Lemoore Station, CA",42750,5962
16000US0641180,"Lennox, CA",39177,3530
16000US0641194,"Lenwood, CA",37663,15144
16000US0641208,"Leona Valley, CA",83194,10399
16000US0641278,"Lewiston, CA",33684,7584
16000US0641282,"Lexington Hills, CA",146726,24735
16000US0641390,"Likely, CA",0,0
16000US0641474,"Lincoln, CA",76354,2440
16000US0641558,"Lincoln Village, CA",62031,12156
16000US0641572,"Linda, CA",37385,2749
16000US0641656,"Lindcove, CA",43500,34038
16000US0641670,"Linden, CA",85625,16197
16000US0641712,"Lindsay, CA",30317,4358
16000US0641740,"Linnell Camp, CA",20565,3801
16000US0641782,"Litchfield, CA",0,0
16000US0641789,"Little Grass Valley, CA",0,0
16000US0641866,"Little River, CA",0,0
16000US0641880,"Littlerock, CA",31919,10677
16000US0641922,"Live Oak, CA",67257,7000
16000US0641936,"Live Oak, CA",41919,6553
16000US0641992,"Livermore, CA",104223,3063
16000US0642006,"Livingston, CA",55226,5732
16000US0642104,"Lockeford, CA",49893,5986
16000US0642146,"Lockwood, CA",38269,25057
16000US0642202,"Lodi, CA",51139,1506
16000US0642230,"Lodoga, CA",37250,13201
16000US0642328,"Loleta, CA",38542,18254
16000US0642370,"Loma Linda, CA",51390,4245
16000US0642384,"Loma Mar, CA",0,0
16000US0642412,"Loma Rica, CA",68597,22859
16000US0642468,"Lomita, CA",61580,4950
16000US0642510,"Lompico, CA",71417,7998
16000US0642524,"Lompoc, CA",46728,2821
16000US0642566,"London, CA",26012,5037
16000US0642580,"Lone Pine, CA",35347,9707
16000US0642622,"Long Barn, CA",0,0
16000US0643000,"Long Beach, CA",55151,997
16000US0643126,"Lookout, CA",0,0
16000US0643140,"Loomis, CA",78099,19402
16000US0643224,"Los Alamitos, CA",80926,9665
16000US0643252,"Los Alamos, CA",59688,6272
16000US0643280,"Los Altos, CA",187656,14985
16000US0643294,"Los Altos Hills, CA",243701,19412
16000US0644000,"Los Angeles, CA",51538,236
16000US0644028,"Los Banos, CA",45751,2979
16000US0644042,"Los Berros, CA",61291,11808
16000US0644112,"Los Gatos, CA",127278,13123
16000US0644140,"Los Molinos, CA",34835,11341
16000US0644168,"Los Olivos, CA",95476,15785
16000US0644182,"Los Osos, CA",69056,4829
16000US0644242,"Los Ranchos, CA",117740,30987
16000US0644280,"Lost Hills, CA",30583,4407
16000US0644350,"Lower Lake, CA",30757,8714
16000US0644364,"Loyalton, CA",40161,7627
16000US0644378,"Loyola, CA",204726,18816
16000US0644399,"Lucas Valley-Marinwood, CA",119148,9890
16000US0644406,"Lucerne, CA",26273,7602
16000US0644420,"Lucerne Valley, CA",33456,9234
16000US0644574,"Lynwood, CA",43848,2514
16000US0644644,"Lytle Creek, CA",56875,19639
16000US0644672,"Mabie, CA",0,0
16000US0644700,"McArthur, CA",63630,21514
16000US0644760,"McClellan Park, CA",17708,10102
16000US0644770,"McClenney Tract, CA",0,0
16000US0644784,"McCloud, CA",38947,9116
16000US0644812,"Macdoel, CA",35294,29149
16000US0644826,"McFarland, CA",33687,3440
16000US0644830,"McGee Creek, CA",0,0
16000US0644910,"McKinleyville, CA",51727,3880
16000US0644924,"McKittrick, CA",43125,17100
16000US0645006,"McSwain, CA",104722,18995
16000US0645022,"Madera, CA",40034,2192
16000US0645050,"Madera Acres, CA",64141,7356
16000US0645064,"Madison, CA",57000,42300
16000US0645092,"Mad River, CA",35250,11089
16000US0645120,"Magalia, CA",44446,4239
16000US0645232,"Malaga, CA",42250,9979
16000US0645246,"Malibu, CA",116904,21229
16000US0645358,"Mammoth Lakes, CA",60899,7970
16000US0645386,"Manchester, CA",44821,14553
16000US0645400,"Manhattan Beach, CA",144868,9758
16000US0645414,"Manila, CA",33264,7214
16000US0645484,"Manteca, CA",64502,2959
16000US0645512,"Manton, CA",27431,8718
16000US0645680,"March ARB, CA",69559,9857
16000US0645736,"Maricopa, CA",33295,17342
16000US0645778,"Marina, CA",57135,4637
16000US0645806,"Marina del Rey, CA",100442,9266
16000US0645820,"Marin City, CA",40517,4728
16000US0645932,"Mariposa, CA",45534,6112
16000US0645988,"Markleeville, CA",0,0
16000US0646100,"Martell, CA",0,0
16000US0646114,"Martinez, CA",93874,5201
16000US0646170,"Marysville, CA",41679,8473
16000US0646223,"Matheny, CA",30776,3014
16000US0646226,"Mather, CA",75897,8540
16000US0646338,"Maxwell, CA",59125,12509
16000US0646400,"Mayfair, CA",46328,12241
16000US0646436,"Mayflower Village, CA",71914,10821
16000US0646492,"Maywood, CA",36696,2081
16000US0646520,"Meadowbrook, CA",46000,16002
16000US0646618,"Meadow Valley, CA",49926,19204
16000US0646632,"Meadow Vista, CA",81681,11737
16000US0646646,"Mead Valley, CA",40889,7408
16000US0646660,"Mecca, CA",26680,3171
16000US0646702,"Meiners Oaks, CA",74216,16229
16000US0646814,"Mendocino, CA",48899,23066
16000US0646828,"Mendota, CA",26094,2452
16000US0646842,"Menifee, CA",57598,2022
16000US0646870,"Menlo Park, CA",126045,7736
16000US0646884,"Mentone, CA",56183,4552
16000US0646898,"Merced, CA",39307,1699
16000US0646926,"Meridian, CA",48750,33810
16000US0647013,"Mesa, CA",89375,32464
16000US0647066,"Mesa Verde, CA",28696,4263
16000US0647086,"Mesa Vista, CA",63214,6305
16000US0647164,"Mettler, CA",38036,14129
16000US0647192,"Mexican Colony, CA",22639,16555
16000US0647332,"Middletown, CA",47976,30523
16000US0647374,"Midpines, CA",48477,26114
16000US0647430,"Midway City, CA",43019,7257
16000US0647472,"Milford, CA",0,0
16000US0647486,"Millbrae, CA",98533,5656
16000US0647710,"Mill Valley, CA",149336,10009
16000US0647724,"Millville, CA",61912,10173
16000US0647766,"Milpitas, CA",103623,3048
16000US0647794,"Mineral, CA",54625,8742
16000US0647822,"Minkler, CA",87679,54197
16000US0648046,"Mira Monte, CA",65174,16773
16000US0648060,"Miranda, CA",50625,34780
16000US0648147,"Mission Canyon, CA",137727,30580
16000US0648186,"Mission Hills, CA",85052,13904
16000US0648256,"Mission Viejo, CA",104886,3519
16000US0648298,"Mi-Wuk Village, CA",0,0
16000US0648354,"Modesto, CA",50996,1100
16000US0648448,"Mohawk Vista, CA",0,0
16000US0648452,"Mojave, CA",34280,7066
16000US0648480,"Mokelumne Hill, CA",59821,31318
16000US0648592,"Monmouth, CA",27375,7315
16000US0648602,"Mono City, CA",91938,57501
16000US0648641,"Mono Vista, CA",56503,11476
16000US0648648,"Monrovia, CA",67167,4199
16000US0648676,"Monson, CA",46250,10939
16000US0648690,"Montague, CA",41923,8717
16000US0648718,"Montalvin Manor, CA",65074,15604
16000US0648760,"Montara, CA",101410,39587
16000US0648788,"Montclair, CA",50374,3896
16000US0648816,"Montebello, CA",47518,2239
16000US0648844,"Montecito, CA",138872,17740
16000US0648872,"Monterey, CA",68511,5228
16000US0648914,"Monterey Park, CA",54008,3276
16000US0648916,"Monterey Park Tract, CA",0,0
16000US0648928,"Monte Rio, CA",39224,9584
16000US0648956,"Monte Sereno, CA",202321,25625
16000US0648998,"Montgomery Creek, CA",0,0
16000US0649045,"Monument Hills, CA",121635,49183
16000US0649138,"Moorpark, CA",100457,3213
16000US0649180,"Morada, CA",107500,58803
16000US0649187,"Moraga, CA",136336,16800
16000US0649270,"Moreno Valley, CA",56456,1510
16000US0649278,"Morgan Hill, CA",100900,4411
16000US0649348,"Morongo Valley, CA",35777,7402
16000US0649362,"Morro Bay, CA",53348,7664
16000US0649432,"Moskowite Corner, CA",53125,21597
16000US0649446,"Moss Beach, CA",93635,16411
16000US0649488,"Moss Landing, CA",0,0
16000US0649544,"Mountain Center, CA",0,0
16000US0649558,"Mountain Gate, CA",33542,11875
16000US0649582,"Mountain House, CA",117433,5711
16000US0649600,"Mountain Mesa, CA",29223,22083
16000US0649628,"Mountain Ranch, CA",35979,8529
16000US0649651,"Mountain View, CA",63630,15150
16000US0649670,"Mountain View, CA",109249,3285
16000US0649684,"Mountain View Acres, CA",41480,12519
16000US0649768,"Mount Hebron, CA",28170,14014
16000US0649796,"Mount Hermon, CA",75804,33588
16000US0649810,"Mount Laguna, CA",0,0
16000US0649852,"Mount Shasta, CA",34813,17246
16000US0649950,"Muir Beach, CA",122000,35103
16000US0650034,"Murphys, CA",43686,10050
16000US0650076,"Murrieta, CA",76149,1896
16000US0650132,"Muscoy, CA",36528,4974
16000US0650146,"Myers Flat, CA",0,0
16000US0650188,"Myrtletown, CA",62384,3122
16000US0650258,"Napa, CA",71087,1944
16000US0650398,"National City, CA",42178,1818
16000US0650734,"Needles, CA",34214,5203
16000US0650874,"Nevada City, CA",43770,11929
16000US0650916,"Newark, CA",91965,3594
16000US0651000,"Newcastle, CA",40313,19305
16000US0651028,"New Cuyama, CA",45417,17952
16000US0651042,"Newell, CA",27083,13791
16000US0651140,"Newman, CA",51455,10703
16000US0651168,"New Pine Creek, CA",0,0
16000US0651182,"Newport Beach, CA",115845,5431
16000US0651280,"Nicasio, CA",133750,91504
16000US0651294,"Nice, CA",33635,5410
16000US0651336,"Nicolaus, CA",86944,22714
16000US0651392,"Niland, CA",18553,3779
16000US0651470,"Nipinnawasee, CA",38971,29274
16000US0651476,"Nipomo, CA",70226,9857
16000US0651560,"Norco, CA",87067,6296
16000US0651574,"Nord, CA",0,0
16000US0651622,"Norris Canyon, CA",223542,89631
16000US0651637,"North Auburn, CA",51903,4785
16000US0651812,"North Edwards, CA",53299,12360
16000US0651820,"North El Monte, CA",67392,13596
16000US0651840,"North Fair Oaks, CA",66884,8146
16000US0651890,"North Gate, CA",98583,40550
16000US0651924,"North Highlands, CA",39334,2100
16000US0651990,"North Lakeport, CA",44856,8456
16000US0652162,"North Richmond, CA",40511,10919
16000US0652246,"North San Juan, CA",27500,23224
16000US0652302,"North Shore, CA",27981,15001
16000US0652379,"North Tustin, CA",134597,9376
16000US0652526,"Norwalk, CA",61050,1096
16000US0652582,"Novato, CA",83895,6597
16000US0652610,"Nubieber, CA",0,0
16000US0652624,"Nuevo, CA",61420,14516
16000US0652694,"Oakdale, CA",51654,4340
16000US0652715,"Oak Glen, CA",146827,80289
16000US0652760,"Oak Hills, CA",73938,22187
16000US0652764,"Oakhurst, CA",34577,11288
16000US0653000,"Oakland, CA",57778,1266
16000US0653070,"Oakley, CA",82584,3966
16000US0653116,"Oak Park, CA",121348,10263
16000US0653160,"Oak Shores, CA",85556,17295
16000US0653182,"Oak View, CA",71629,5511
16000US0653196,"Oakville, CA",0,0
16000US0653224,"Oasis, CA",22210,4115
16000US0653266,"Occidental, CA",63167,20225
16000US0653294,"Oceano, CA",52259,5785
16000US0653322,"Oceanside, CA",58949,1619
16000US0653378,"Ocotillo, CA",0,0
16000US0653448,"Oildale, CA",36866,2305
16000US0653476,"Ojai, CA",64618,8831
16000US0653490,"Olancha, CA",94145,12129
16000US0653505,"Old Fig Garden, CA",65694,4660
16000US0653602,"Old Station, CA",36791,1225
16000US0653714,"Olivehurst, CA",43781,3982
16000US0653896,"Ontario, CA",54896,1539
16000US0653910,"Onyx, CA",28438,16574
16000US0653980,"Orange, CA",79192,2083
16000US0654008,"Orange Cove, CA",27782,3024
16000US0654092,"Orangevale, CA",71893,5338
16000US0654120,"Orcutt, CA",75695,4547
16000US0654218,"Orick, CA",34375,12242
16000US0654232,"Orinda, CA",178704,23807
16000US0654274,"Orland, CA",39559,5283
16000US0654372,"Orosi, CA",33293,5946
16000US0654386,"Oroville, CA",35457,3723
16000US0654388,"Oroville East, CA",48453,4238
16000US0654652,"Oxnard, CA",61709,1408
16000US0654764,"Pacheco, CA",53107,8171
16000US0654806,"Pacifica, CA",103545,3243
16000US0654848,"Pacific Grove, CA",81304,6219
16000US0655044,"Pajaro, CA",39205,16262
16000US0655048,"Pajaro Dunes, CA",0,0
16000US0655086,"Palermo, CA",40813,5155
16000US0655156,"Palmdale, CA",52801,1973
16000US0655184,"Palm Desert, CA",53701,1833
16000US0655254,"Palm Springs, CA",46059,2217
16000US0655282,"Palo Alto, CA",137043,9303
16000US0655296,"Palo Cedro, CA",78450,8775
16000US0655380,"Palos Verdes Estates, CA",200766,30164
16000US0655422,"Palo Verde, CA",16667,13154
16000US0655506,"Panorama Heights, CA",40313,4586
16000US0655520,"Paradise, CA",47533,4540
16000US0655528,"Paradise, CA",62750,24664
16000US0655604,"Paradise Park, CA",63295,19920
16000US0655618,"Paramount, CA",46364,2284
16000US0655728,"Parklawn, CA",31302,8054
16000US0655751,"Parksdale, CA",32097,13844
16000US0655800,"Parkway, CA",34199,2174
16000US0655842,"Parkwood, CA",36827,10847
16000US0655856,"Parlier, CA",30556,2316
16000US0656000,"Pasadena, CA",73029,2092
16000US0656028,"Pasatiempo, CA",104842,79464
16000US0656042,"Paskenta, CA",38000,15242
16000US0656112,"Patterson, CA",54195,4693
16000US0656120,"Patterson Tract, CA",39006,13482
16000US0656140,"Patton Village, CA",45357,7434
16000US0656182,"Paxton, CA",0,0
16000US0656196,"Paynes Creek, CA",34554,2903
16000US0656294,"Pearsonville, CA",0,0
16000US0656476,"Penngrove, CA",74294,3413
16000US0656518,"Penn Valley, CA",40668,11671
16000US0656546,"Penryn, CA",80357,37503
16000US0656700,"Perris, CA",51315,1729
16000US0656756,"Pescadero, CA",58468,33508
16000US0656784,"Petaluma, CA",80907,3245
16000US0656798,"Peters, CA",123036,28319
16000US0656826,"Phelan, CA",52549,3025
16000US0656854,"Phillipsville, CA",2499,0
16000US0656868,"Philo, CA",16522,13996
16000US0656870,"Phoenix Lake, CA",75542,12611
16000US0656924,"Pico Rivera, CA",57203,3480
16000US0656938,"Piedmont, CA",202083,22079
16000US0657011,"Pierpoint, CA",0,0
16000US0657036,"Pike, CA",0,0
16000US0657070,"Pine Canyon, CA",65170,21671
16000US0657134,"Pine Flat, CA",26250,21689
16000US0657148,"Pine Grove, CA",48326,23843
16000US0657204,"Pine Hills, CA",51250,16031
16000US0657240,"Pine Mountain Club, CA",42108,15491
16000US0657244,"Pine Mountain Lake, CA",53900,6033
16000US0657260,"Pine Valley, CA",100259,39771
16000US0657288,"Pinole, CA",74124,4389
16000US0657302,"Pi̱on Hills, CA",47950,9850
16000US0657330,"Pioneer, CA",49219,19200
16000US0657372,"Piru, CA",48068,19355
16000US0657414,"Pismo Beach, CA",75978,9206
16000US0657456,"Pittsburg, CA",63950,2554
16000US0657512,"Pixley, CA",32845,7614
16000US0657526,"Placentia, CA",80668,3362
16000US0657540,"Placerville, CA",42793,7633
16000US0657568,"Plainview, CA",22083,12111
16000US0657582,"Planada, CA",39075,5175
16000US0657764,"Pleasant Hill, CA",93476,6740
16000US0657792,"Pleasanton, CA",130170,5193
16000US0657825,"Pleasure Point, CA",57981,9856
16000US0657828,"Plumas Eureka, CA",64000,26756
16000US0657829,"Plumas Lake, CA",85422,8867
16000US0657834,"Plymouth, CA",41750,14471
16000US0657876,"Point Arena, CA",28000,14545
16000US0657960,"Point Reyes Station, CA",31005,7593
16000US0658030,"Pollock Pines, CA",54043,6542
16000US0658072,"Pomona, CA",50360,1432
16000US0658134,"Ponderosa, CA",0,0
16000US0658191,"Poplar-Cotton Center, CA",21890,9467
16000US0658226,"Port Costa, CA",136375,64211
16000US0658240,"Porterville, CA",39763,2035
16000US0658296,"Port Hueneme, CA",59592,5050
16000US0658352,"Portola, CA",29741,11265
16000US0658380,"Portola Valley, CA",232981,73671
16000US0658422,"Posey, CA",0,0
16000US0658436,"Poso Park, CA",0,0
16000US0658478,"Potrero, CA",0,0
16000US0658506,"Potter Valley, CA",64750,43896
16000US0658520,"Poway, CA",98859,5224
16000US0658618,"Prattville, CA",0,0
16000US0658758,"Princeton, CA",46477,11523
16000US0658814,"Proberta, CA",0,0
16000US0658870,"Prunedale, CA",75727,4567
16000US0659052,"Quartz Hill, CA",56063,8152
16000US0659080,"Quincy, CA",50704,10955
16000US0659115,"Rackerby, CA",0,0
16000US0659220,"Rail Road Flat, CA",28264,14379
16000US0659248,"Rainbow, CA",65486,10290
16000US0659290,"Raisin City, CA",0,0
16000US0659346,"Ramona, CA",66523,6152
16000US0659426,"Rancho Calaveras, CA",54522,11455
16000US0659444,"Rancho Cordova, CA",53360,2341
16000US0659451,"Rancho Cucamonga, CA",79973,2421
16000US0659500,"Rancho Mirage, CA",66083,9011
16000US0659506,"Rancho Murieta, CA",94681,10153
16000US0659514,"Rancho Palos Verdes, CA",120668,5750
16000US0659550,"Rancho San Diego, CA",80628,4532
16000US0659584,"Rancho Santa Fe, CA",106215,24346
16000US0659587,"Rancho Santa Margarita, CA",104556,3020
16000US0659604,"Rancho Tehama Reserve, CA",28722,9450
16000US0659668,"Randsburg, CA",26314,16082
16000US0659892,"Red Bluff, CA",30311,3150
16000US0659896,"Red Corral, CA",78790,44075
16000US0659906,"Redcrest, CA",21458,7224
16000US0659920,"Redding, CA",44573,1418
16000US0659962,"Redlands, CA",66514,3434
16000US0660018,"Redondo Beach, CA",103782,4631
16000US0660088,"Redway, CA",38750,27754
16000US0660102,"Redwood City, CA",90461,3822
16000US0660214,"Redwood Valley, CA",78819,8233
16000US0660242,"Reedley, CA",43907,3762
16000US0660279,"Reliez Valley, CA",172083,38737
16000US0660466,"Rialto, CA",52347,1359
16000US0660592,"Richfield, CA",55417,26912
16000US0660606,"Richgrove, CA",30116,3006
16000US0660620,"Richmond, CA",57107,2015
16000US0660662,"Richvale, CA",79167,40103
16000US0660704,"Ridgecrest, CA",59780,5419
16000US0660706,"Ridgemark, CA",112663,14201
16000US0660900,"Rio Dell, CA",39981,8686
16000US0660928,"Rio del Mar, CA",97874,7082
16000US0660942,"Rio Linda, CA",54991,3126
16000US0660970,"Rio Oso, CA",70208,16566
16000US0660984,"Rio Vista, CA",59050,12052
16000US0661012,"Ripley, CA",0,0
16000US0661026,"Ripon, CA",79354,7640
16000US0661068,"Riverbank, CA",61870,2351
16000US0661096,"Riverdale, CA",49100,8143
16000US0661106,"Riverdale Park, CA",27188,23752
16000US0661124,"River Pines, CA",49569,23315
16000US0662000,"Riverside, CA",58979,1452
16000US0662168,"Robbins, CA",28264,16983
16000US0662200,"Robinson Mill, CA",0,0
16000US0662364,"Rocklin, CA",84121,3276
16000US0662490,"Rodeo, CA",70227,11886
16000US0662496,"Rodriguez Camp, CA",0,0
16000US0662546,"Rohnert Park, CA",60333,3065
16000US0662602,"Rolling Hills, CA",220764,13152
16000US0662625,"Rolling Hills, CA",103026,29067
16000US0662644,"Rolling Hills Estates, CA",129728,22606
16000US0662700,"Rollingwood, CA",49035,9714
16000US0662756,"Romoland, CA",39123,27371
16000US0662826,"Rosamond, CA",61616,7457
16000US0662854,"Rosedale, CA",115841,14939
16000US0662860,"Rose Hills, CA",117875,29768
16000US0662868,"Roseland, CA",54296,5066
16000US0662896,"Rosemead, CA",45510,2698
16000US0662910,"Rosemont, CA",58153,2705
16000US0662938,"Roseville, CA",78446,2305
16000US0662980,"Ross, CA",199107,46674
16000US0663050,"Rossmoor, CA",114457,9931
16000US0663106,"Rough and Ready, CA",40821,37406
16000US0663134,"Round Mountain, CA",43438,34004
16000US0663148,"Round Valley, CA",54375,12936
16000US0663168,"Rouse, CA",33292,10607
16000US0663218,"Rowland Heights, CA",62348,2978
16000US0663316,"Running Springs, CA",62344,17669
16000US0663386,"Ruth, CA",12917,4966
16000US0663400,"Rutherford, CA",51635,35607
16000US0664000,"Sacramento, CA",52071,815
16000US0664140,"St. Helena, CA",85505,6422
16000US0664210,"Salida, CA",71632,6014
16000US0664224,"Salinas, CA",52338,1888
16000US0664252,"Salmon Creek, CA",0,0
16000US0664294,"Salton City, CA",36274,9624
16000US0664308,"Salton Sea Beach, CA",0,0
16000US0664392,"Samoa, CA",39500,17152
16000US0664420,"San Andreas, CA",41941,6544
16000US0664434,"San Anselmo, CA",107818,8554
16000US0664462,"San Antonio Heights, CA",88125,10701
16000US0664476,"San Ardo, CA",43281,13646
16000US0665000,"San Bernardino, CA",38456,1094
16000US0665028,"San Bruno, CA",89000,2454
16000US0665042,"San Buenaventura (Ventura), CA",70541,2962
16000US0665070,"San Carlos, CA",135220,6427
16000US0665084,"San Clemente, CA",97210,7038
16000US0665112,"Sand City, CA",45000,25934
16000US0666000,"San Diego, CA",68117,745
16000US0666004,"San Diego Country Estates, CA",103920,4577
16000US0666070,"San Dimas, CA",79081,4746
16000US0666140,"San Fernando, CA",55734,3486
16000US0667000,"San Francisco, CA",87701,1447
16000US0667042,"San Gabriel, CA",54015,3323
16000US0667056,"Sanger, CA",42771,4178
16000US0667070,"San Geronimo, CA",90556,24420
16000US0667112,"San Jacinto, CA",48382,2506
16000US0667126,"San Joaquin, CA",24234,4224
16000US0668000,"San Jose, CA",90303,1126
16000US0668014,"San Juan Bautista, CA",59643,8155
16000US0668028,"San Juan Capistrano, CA",79393,3643
16000US0668084,"San Leandro, CA",64065,2315
16000US0668112,"San Lorenzo, CA",83288,4048
16000US0668140,"San Lucas, CA",46250,16865
